,maaslin2,metagenomeSeq,ttest,wilcoxon,lefse,ancombc
t__SGB4602,,0.617290548725713,0.5544295707600815,0.8763811488467217,,
t__SGB25547,,0.481884533915245,0.5389155146605571,0.9304002578772782,,
t__SGB40949,,0.826663297727615,0.9596699257680201,0.5321577806312326,,
t__SGB8625,,0.617290548725713,0.5389155146605571,0.8300798315004506,,
t__SGB9631,,0.591654493762811,0.5389155146605571,0.3546959345253768,,
t__SGB15179,,0.716871276154245,0.5389155146605571,0.14144284937149595,0.141389092758524,
t__SGB4990,,0.248854756325427,0.5389155146605571,0.09851873609661486,,
t__SGB4922,,0.411657358567765,0.46582053748123764,0.38010266097697554,,
t__SGB96977,,0.841008813338839,0.7624562288918302,0.6156787880483665,,
t__SGB2021,,0.612468251755491,0.5389155146605571,0.9304002578772782,,
t__SGB2298,,0.577980056047588,0.9522446727729572,0.18694305786709584,,
t__SGB5880,,0.796016846579211,0.5389155146605571,0.8462745275511516,,
t__SGB14741,,0.591654493762811,0.3471636820349034,0.468609161575554,,
t__SGB14165,,0.738951638332229,0.5466391085537072,0.9875599081677373,,
t__SGB7129,,0.772315701774274,0.7154576752016684,0.38214983954336174,,
t__SGB4038,,0.617290548725713,0.4823002214951148,0.40708660838393024,,
t__SGB15242,,0.738583734795986,0.8671896395649901,0.5321577806312326,,
t__SGB9206,,0.839707565800907,0.5389155146605571,0.5321577806312326,,
t__SGB63347,,0.8547491751375,0.9172807123918837,0.9217442017604638,,
t__SGB2019,,0.619684781981902,0.5389155146605571,0.7264125857505702,,
t__SGB6833,,0.591654493762811,0.5389155146605571,0.7212584785634298,,
t__SGB15101,,0.55298201199233,0.5389155146605571,0.6738298840855258,,
t__SGB47659,,0.765433915857726,0.8871733641222378,0.9317724134238827,,
t__SGB1662,,0.591654493762811,0.5389155146605571,0.7910967940884862,0.790936478566657,
t__SGB8637,,0.741798326499752,0.5389155146605571,0.5989217231969356,,
t__SGB1939,,0.388429624887866,0.5389155146605571,0.4872924457622272,,
t__SGB4776,,0.591654493762811,0.6532890349072383,0.03720331599479547,,
t__SGB4989,,0.617290548725713,0.8280507958086679,0.03279114431520256,,
t__SGB1821,,0.786581836753148,0.5389155146605571,0.5989217231969356,0.597748591541284,
t__SGB59892,,0.617290548725713,0.7727632206566816,0.5389634248559806,,
t__SGB5065,,0.591654493762811,0.6928963121511467,0.5327735193180013,0.532657349146074,
t__SGB47402,,0.617290548725713,0.9404432478407381,0.9232031114890864,,
t__SGB8779,,0.591654493762811,0.5389155146605571,0.7677552248839707,,
t__SGB14764_group,,0.592600515816213,0.5389155146605571,0.8561594741918864,,
t__SGB6169,,0.728171429335118,0.8465695047145304,0.8857210826686862,,
t__SGB6367,,0.497424382637205,0.29084147949905087,0.07008805468637419,,
t__SGB1930,,0.596505405717183,0.8221267874878329,0.9834069814855452,,
t__SGB2043,,0.808062874758146,0.5389155146605571,0.5321577806312326,,
t__SGB1792,,0.617290548725713,0.5389155146605571,0.5989217231969356,,
t__SGB7967,,0.573695111294439,0.5389155146605571,0.3431041340386832,,
t__SGB72486,,0.617290548725713,0.5389155146605571,0.6981747021439955,,
t__SGB15322,,0.569361370960648,0.486299428196877,0.3332297727506716,0.333146646190492,
t__SGB47358,,0.785228653468124,0.5937991850257026,0.3546959345253768,,
t__SGB9634,,0.680326722333644,0.8027168272571759,0.9978344378987483,,
t__SGB4720,,0.591654493762811,0.45347983129567515,0.31812774546440487,,
t__SGB6298,,0.798451865757986,0.625015090183754,0.8888118450310795,,
t__SGB9632,,0.716871276154245,0.5389155146605571,0.12672841038621005,,
t__SGB6818,,0.831809213138686,0.5930709411473104,0.8888118450310795,,
t__SGB47403,,0.798111317201466,0.8167031142894238,0.9069448713732858,,
t__SGB71706,,0.710273845496626,0.7610899053719513,0.6556165245839286,,
t__SGB10127,,0.591654493762811,0.540477677192101,0.7677552248839707,0.767459621438656,
t__SGB4743,,0.617290548725713,0.5112661340250548,0.2168170783535742,,
t__SGB14930,,0.706409716274537,0.5389155146605571,0.4561842090330371,,
t__SGB6343,,0.850534169465482,0.633804777708269,0.45160150283350486,,
t__SGB6330,,0.73528857050931,0.5492807816356049,0.8462745275511516,,
t__SGB2304,,0.792079441675891,0.6097110385569613,0.8462745275511516,,
t__SGB5273,,0.425873905134493,0.21910930944219192,0.8462745275511516,,
t__SGB3993,,0.397986816187487,0.4823002214951148,0.10986799867030198,,
t__SGB3673,,0.822252206469592,0.5894618614029421,0.8462745275511516,,
t__SGB14988,,0.605938187515043,0.5389155146605571,0.8175787860454132,,
t__SGB5852,,0.641500368401547,0.5389155146605571,0.8462745275511516,,
t__SGB5906,,0.591654493762811,0.7115732552310585,0.3336503170271557,,
t__SGB1831,,0.768729810042447,0.7947074296874386,0.5989217231969356,,
t__SGB4865,,0.761260112216201,0.8649153966600992,0.8605873732545926,,
t__SGB6778,,0.597135894590253,0.7101284320824112,0.43388302585766453,,
t__SGB17009,,0.617290548725713,0.6635834797647491,0.8457298174065653,,
t__SGB63341,,0.591654493762811,0.5389155146605571,0.2542225510526138,,
t__SGB15888,,0.591654493762811,0.5389155146605571,0.4561842090330371,,
t__SGB10119,,0.617290548725713,0.5389155146605571,0.4642135402251839,,
t__SGB14778,,0.744365130465927,0.8844662539546896,0.9386817628318147,,
t__SGB6487,,0.713305952754086,0.7092238608338535,0.9973450923785832,,
t__SGB17347,,0.431674772184447,0.5389155146605571,0.03296967212616143,,
t__SGB1408,,0.387521611833726,0.5389155146605571,0.5244266410309826,,
t__SGB2238,,0.712573964450236,0.5389155146605571,0.004429763533992211,0.00442552512267439,
t__SGB15218,,0.591654493762811,0.9497800296333543,0.852881906954629,,
t__SGB6938,,0.617290548725713,0.576202465411814,0.7449402842299199,,
t__SGB4859,,0.718284393311299,0.8873131972262274,0.7851031634051614,,
t__SGB4479,,0.689320822685562,0.5451531227103964,0.8099498637655894,,
t__SGB19791,,0.850534169465482,0.7073499146888446,0.6156787880483665,,
t__SGB5870,,0.649273906284839,0.5448695826563937,0.3546959345253768,,
t__SGB7788,,0.620072676120675,0.5389155146605571,0.13860880243702764,,
t__SGB4434,,0.473919145830953,0.36445343346755593,0.4395726014571454,,
t__SGB14212,,0.754061635036295,0.9255341024612572,0.9304002578772782,,
t__SGB6476,,0.862143941443855,0.9040050518489406,0.9217442017604638,,
t__SGB15095,,0.591654493762811,0.5618763414888889,0.26134793799379674,,
t__SGB5040,,0.60372178968113,0.5389155146605571,0.6477090600260493,,
t__SGB4657,,0.827497621142157,0.7399134891237763,0.7160221394480154,,
t__SGB1588,,0.617290548725713,0.9134965878726128,0.5989217231969356,0.597748591541284,
t__SGB14296,,0.774240035663085,0.9260545608666647,0.7155075522889228,,
t__SGB15042,,0.495541627480274,0.4830196489820602,0.5101222287197543,,
t__SGB1472,,0.591654493762811,0.5389155146605571,0.003129281781468706,0.00312736373048408,
t__SGB10086,,0.617290548725713,0.9389197442239302,0.8515210242996356,,
t__SGB6362,,0.591654493762811,0.5379698853988168,0.3774191051988553,0.377325576024237,
t__SGB1945,,0.617290548725713,0.5389155146605571,0.6556165245839286,,
t__SGB72339,,0.617290548725713,0.5389155146605571,0.9240158196004055,,
t__SGB7115,,0.595195531440618,0.5415790196558964,0.5989217231969356,,
t__SGB6502,,0.684521376794621,0.6549883319649824,0.7025934855117281,,
t__SGB13948,,0.867680287648746,0.6034799254788932,0.7080347078761584,,
t__SGB4034,,0.818488755117945,0.7206689153832432,0.29760420127654497,,
t__SGB4994,,0.796016846579211,0.5389155146605571,0.6556165245839286,,
t__SGB4798,,0.591654493762811,0.6635834797647491,0.8734484925555738,,
t__SGB15280,,0.596930480262175,0.5389155146605571,0.7052184364702877,,
t__SGB14835,,0.605936822668209,0.8902722767888297,0.9240158196004055,,
t__SGB14936,,0.591654493762811,0.8871733641222378,0.10431381729429004,,
t__SGB9292,,0.669998821623714,0.5389155146605571,0.186705246006415,,
t__SGB3683,,0.639359930584587,0.5940807223469277,0.2303503966321078,,
t__SGB9274,,0.627608700041388,0.5389155146605571,0.30497648774071,,
t__SGB4280,,0.590263470884119,0.9864237546794785,0.5321577806312326,0.530999246617307,
t__SGB19825,,0.696717393118458,0.6714812144284729,0.9178638158314327,,
t__SGB4586,,0.859672793630418,0.5389155146605571,0.8888118450310795,,
t__SGB1615,,0.700050673494915,0.986116154572066,0.42126233650285483,0.421103007609211,
t__SGB6077,,0.650750960394556,0.7794499359218559,0.9052966232566152,,
t__SGB4420,,0.55298201199233,0.5389155146605571,0.5547496265805738,,
t__SGB15142,,0.653442554357116,0.5389155146605571,0.5321577806312326,,
t__SGB8094,,0.43746027814417,0.486299428196877,0.25834919348609603,,
t__SGB4624,,0.702770984259666,0.6104891141287815,0.6974770244483307,,
t__SGB10079,,0.710653742849246,0.7657527428882602,0.7632188822378744,,
t__SGB6317,,0.617290548725713,0.6812686665473148,0.3142077692236724,,
t__SGB19849,,0.807869442903953,0.6594267978508321,0.8888118450310795,,
t__SGB15386,,0.733013311447454,0.6320255690215584,0.4562926089675519,,
t__SGB9193,,0.771596198382931,0.5389155146605571,0.4005726392033295,,
t__SGB8235_group,,0.591654493762811,0.550334443112064,0.9521675804999559,,
t__SGB15301,,0.65740478749877,0.5389155146605571,0.36641327812934815,,
t__SGB14360,,0.591654493762811,0.5037880905452659,0.0390187442487398,,
t__SGB2323,,0.653785648434743,0.5389155146605571,0.5321577806312326,,
t__SGB15191,,0.617290548725713,0.6466286305977119,0.7586520973488793,,
t__SGB9198,,0.678932895992383,0.6158123733125724,0.3417411145392967,,
t__SGB2306,,0.777250217746125,0.8468168023556315,0.9304002578772782,,
t__SGB1585,,0.591654493762811,0.8658497654582018,0.7620129250270048,,
t__SGB17305,,0.809865204240652,0.7393832706006104,0.9869767036886912,,
t__SGB5191,,0.591654493762811,0.21910930944219192,0.0282147414575369,0.0282021337383061,
t__SGB17008,,0.591654493762811,0.5389155146605571,0.3546959345253768,,
t__SGB7884,,0.876098086065602,0.5389155146605571,0.9240158196004055,,
t__SGB14737,,0.591654493762811,0.5389155146605571,0.046462769140498426,,
t__SGB4597,,0.591654493762811,0.8624625803204841,0.10717836102486634,,
t__SGB7038,,0.531143818204606,0.7399134891237763,0.1246344217084705,,
t__SGB15134,,0.591654493762811,0.5389155146605571,0.43552978189535446,,
t__SGB6609,,0.617290548725713,0.6030838622089172,0.5989217231969356,,
t__SGB9295,,0.74519090921298,0.8936608118938069,0.5989217231969356,,
t__SGB14011,,0.673471936998447,0.7092238608338535,0.5989217231969356,,
t__SGB10090,,0.770176298729485,0.8124947578701163,0.7139012540576686,,
t__SGB4860,,0.620503720769827,0.7326889821046527,0.5989217231969356,,
t__SGB6184,,0.796016846579211,0.5593730015566597,0.8759583596228997,,
t__SGB3931,,0.591654493762811,0.6314000648733064,0.3948924396995027,,
t__SGB15240,,0.696717393118458,0.5389155146605571,0.5321577806312326,,
t__SGB4530,,0.672413826389785,0.5389155146605571,0.5321577806312326,,
t__SGB15072,,0.591654493762811,0.4591126695614893,0.008958377602011394,,
t__SGB4623,,0.591654493762811,0.5389155146605571,0.3546959345253768,,
t__SGB13954,,0.903754067201992,0.5389155146605571,0.7576916914751902,,
t__SGB2087,,0.696136429679193,0.5389155146605571,0.7751438369414775,,
t__SGB9731,,0.847088409766739,0.5398558738354748,0.5989217231969356,,
t__SGB15460,,0.383186361830165,0.5389155146605571,0.43552978189535446,,
t__SGB7127,,0.704984647087256,0.7957779676195671,0.7080347078761584,,
t__SGB1564,,0.822968185229359,0.7754209653903037,0.9875599081677373,,
t__SGB63343,,0.38571273664828,0.5389155146605571,0.2052418256342106,,
t__SGB1967,,0.859281007832685,0.8650615257351828,0.9447755925990627,,
t__SGB14295,,0.861886688742615,0.708686513431218,0.5321577806312326,,
t__SGB5846,,0.88054021380392,0.6901459184353778,0.7080347078761584,,
t__SGB81752,,0.728171429335118,0.5389155146605571,0.9957724163203665,,
t__SGB14222,,0.817064126742733,0.5962444413448811,0.8888118450310795,,
t__SGB14780,,0.682206287041991,0.5389155146605571,0.6077681848892678,,
t__SGB9344,,0.654024722092383,0.545317521151272,0.7564505971221832,,
t__SGB6427,,0.868529050363746,0.5389155146605571,0.8462745275511516,,
t__SGB7164,,0.617290548725713,0.5389155146605571,0.7012025291185188,,
t__SGB14198,,0.548083982363638,0.20014360890113253,0.25379628556973755,,
t__SGB4569,,0.841008813338839,0.8838806733423858,0.5321577806312326,,
t__SGB4341,,0.695366469461457,0.963387931407125,0.5989217231969356,,
t__SGB4574,,0.595158028706459,0.7610899053719513,0.7155075522889228,,
t__SGB14949,,0.7889487713785,0.6354458853602682,0.29120147833300003,,
t__SGB72833,,0.423207516978535,0.5389155146605571,0.4090311120213033,,
t__SGB6522,,0.70425245302478,0.9054582136234891,0.8888118450310795,,
t__SGB97147,,0.81435058111057,0.595169313097938,0.4358239990786698,,
t__SGB47419,,0.813361044922322,0.8221267874878329,0.7155075522889228,,
t__SGB63096,,0.85132494394545,0.9597017492858245,0.5321577806312326,,
t__SGB6705,,0.724533576999496,0.5389155146605571,0.5989217231969356,,
t__SGB9737_group,,0.596505405717183,0.5112661340250548,0.00042398645668433,,
t__SGB1592,,0.865856066208203,0.5397870808568623,0.5989217231969356,0.597748591541284,
t__SGB4793,,0.852251688409931,0.5389155146605571,0.8220878611068004,,
t__SGB15355,,0.678932895992383,0.5246237506708329,0.1081758429805515,,
t__SGB17247,,0.617290548725713,0.6024736885431743,0.7160661739327208,0.71576951561906,
t__SGB8138,,0.796016846579211,0.5509416097052063,0.9560852541573942,,
t__SGB15035,,0.591654493762811,0.7095776810672705,0.5989217231969356,,
t__SGB15001,,0.617290548725713,0.5389155146605571,0.3546959345253768,,
t__SGB7962,,0.591654493762811,0.5389155146605571,0.5321577806312326,,
t__SGB10139,,0.595158028706459,0.5389155146605571,0.10431381729429004,0.104176322371987,
t__SGB5855,,0.865368098738107,0.9623954660288365,0.8909196389960178,,
t__SGB7097,,0.760507755449159,0.5389155146605571,0.9989621341307356,,
t__SGB1789,,0.714705007445102,0.7399134891237763,0.8888118450310795,,
t__SGB1533,,0.888568602698857,0.8221267874878329,0.7080347078761584,,
t__SGB31074,,0.887789281567169,0.5427182571303386,0.7080347078761584,,
t__SGB19838,,0.841008813338839,0.5389155146605571,0.9864157712993414,,
t__SGB5099,,0.754028484993987,0.8221267874878329,0.3546959345253768,,
t__SGB7852,,0.813732790009873,0.5940807223469277,0.760203037038186,,
t__SGB14342,,0.591654493762811,0.4830196489820602,0.2022492797293068,,
t__SGB4080,,0.591654493762811,0.872248071238206,0.22748182336540035,,
t__SGB2227,,0.698749415519199,0.9873323316510638,0.3546959345253768,0.354019617167258,
t__SGB15097,,0.617290548725713,0.6586333043393914,0.8686543123516519,,
t__SGB1802,,0.605938187515043,0.5416540495651572,0.5325557257789546,,
t__SGB4799,,0.729160783695923,0.5940807223469277,0.5581902728704762,,
t__SGB8154,,0.610027075987416,0.5389155146605571,0.8462745275511516,,
t__SGB15480,,0.862961876158495,0.6160560273558642,0.7160221394480154,,
t__SGB9450,,0.591654493762811,0.5389155146605571,0.5321577806312326,,
t__SGB5287,,0.822968185229359,0.5599856587496844,0.7586520973488793,,
t__SGB59836,,0.617290548725713,0.8470156933407551,0.032661283972478417,,
t__SGB12924,,0.861488441791065,0.5389155146605571,0.9461900304724561,,
t__SGB49163,,0.718103866794484,0.9596699257680201,0.5148098702078223,,
t__SGB6463,,0.865368098738107,0.5389155146605571,0.22748182336540035,,
t__SGB9209,,0.77120675922111,0.6247375999035888,0.8462745275511516,,
t__SGB4174,,0.794862000600573,0.5508769588634524,0.694514874834154,,
t__SGB9243,,0.702770984259666,0.5398558738354748,0.034558263268722675,,
t__SGB1653,,0.617290548725713,0.7388369798918532,0.22069165413405664,0.220504592999563,
t__SGB7282,,0.85132494394545,0.5389155146605571,0.9069448713732858,,
t__SGB19844,,0.622142614211511,0.5389155146605571,0.7139012540576686,,
t__SGB14114,,0.569361370960648,0.5389155146605571,0.06199111347106473,,
t__SGB13976,,0.591654493762811,0.5389155146605571,0.006239745505600367,0.00623664127771184,
t__SGB14364,,0.901563411572918,0.7470323579723346,0.9217442017604638,,
t__SGB60876,,0.680636825912099,0.9002238544800588,0.3546959345253768,,
t__SGB4638,,0.617290548725713,0.9623954660288365,0.582777242968847,,
t__SGB7106,,0.617290548725713,0.5612488526458338,0.8343518291965238,,
t__SGB6506,,0.617290548725713,0.8738772640312368,0.4352374183786351,,
t__SGB15165,,0.813361044922322,0.8649153966600992,0.436495632993548,,
t__SGB7093,,0.738583734795986,0.8649153966600992,0.9332059484435838,,
t__SGB14786,,0.807716603779668,0.5389155146605571,0.5989217231969356,,
t__SGB2052,,0.870105586197374,0.6217485245004811,0.5989217231969356,,
t__SGB5809,,0.591654493762811,0.9061034920689636,0.2168170783535742,,
t__SGB8778,,0.909381891546297,0.692552500520373,0.9276829173185003,,
t__SGB6145,,0.875681800902462,0.5630391976951662,0.9452902277914108,,
t__SGB17148,,0.682860858218108,0.5389155146605571,0.6738298840855258,,
t__SGB14792,,0.865368098738107,0.7654801744718016,0.2639476071019964,,
t__SGB14952,,0.591654493762811,0.5389155146605571,0.0005124578988966496,,
t__SGB63305,,0.626474064013722,0.5389155146605571,0.7978645989122521,,
t__SGB14017,,0.719936766603222,0.5389155146605571,0.9232031114890864,,
t__SGB72480,,0.572200435237407,0.6869911517784129,0.7155075522889228,,
t__SGB15462,,0.710120690161746,0.5416540495651572,0.6722400255558983,,
t__SGB29095,,0.778603180825953,0.8287552856047485,0.6548861788124406,,
t__SGB9208,,0.796016846579211,0.9630010840276954,0.3546959345253768,,
t__SGB8022,,0.750693853528161,0.5389155146605571,0.8761907163497804,,
t__SGB7703_group,,0.818488755117945,0.5389155146605571,0.046293092851208986,,
t__SGB4155,,0.591654493762811,0.5389155146605571,0.5161191860823082,,
t__SGB15892,,0.617290548725713,0.5389155146605571,0.7632188822378744,,
t__SGB3580,,0.672413826389785,0.682093742494889,0.9447755925990627,,
t__SGB58199,,0.712970020034037,0.8619385774931566,0.9452902277914108,,
t__SGB6579,,0.617290548725713,0.5389155146605571,0.7160221394480154,,
t__SGB4531,,0.609565054857667,0.5389155146605571,0.10496829971894955,,
t__SGB6927_group,,0.63522796253887,0.831193431435325,0.6882002009575058,,
t__SGB2308,,0.881117797265629,0.8549764718514966,0.3546959345253768,,
t__SGB59548,,0.55298201199233,0.7319820655878778,0.2891723065171961,,
t__SGB15451,,0.591654493762811,0.8221267874878329,0.5989217231969356,,
t__SGB15211,,0.617290548725713,0.8638389480041435,0.3154239814613736,,
t__SGB14980,,0.591654493762811,0.5389155146605571,0.23489566702359418,,
t__SGB15139,,0.85132494394545,0.5722406324737658,0.9572804408156792,,
t__SGB9389,,0.622142614211511,0.8202113402788677,0.9251009341421644,,
t__SGB82546,,0.617290548725713,0.5389155146605571,0.09728526114129755,,
t__SGB36365,,0.811196899942475,0.6284813955405322,0.5989217231969356,,
t__SGB4212,,0.661732296411542,0.5940807223469277,0.7373143442019021,,
t__SGB1303,,0.866230243407132,0.8016429122506756,0.9069448713732858,,
t__SGB25437,,0.757952160888009,0.5889904625375092,0.9927228677601783,,
t__SGB15372,,0.650750960394556,0.5389155146605571,0.4060142977907565,,
t__SGB6792,,0.7854057118652,0.5389155146605571,0.2507889912295557,,
t__SGB5118,,0.655904476783054,0.8624543614932746,0.5321577806312326,,
t__SGB15016,,0.891152111425712,0.5389155146605571,0.9217442017604638,,
t__SGB7248,,0.667054848462564,0.5389155146605571,0.9957724163203665,,
t__SGB2300,,0.637615442717042,0.621429087940045,0.6738298840855258,,
t__SGB3994,,0.771596198382931,0.8088650919941255,0.31411646232823937,,
t__SGB14951,,0.569361370960648,0.5358778246411654,0.3704829839049494,,
t__SGB10064,,0.591654493762811,0.5389155146605571,0.15240921555262776,,
t__SGB3664,,0.881117797265629,0.5389155146605571,0.2633400300910742,,
t__SGB17278,,0.617290548725713,0.8056349605984738,0.13451741518756835,,
t__SGB5881,,0.879679934302961,0.5389155146605571,0.8462745275511516,,
t__SGB4803,,0.794922794849776,0.9888535239175633,0.9818303535860092,,
t__SGB15276,,0.825176976391501,0.9021719170770919,0.956991120770559,,
t__SGB53574,,0.865368098738107,0.6855136585950925,0.5989217231969356,,
t__SGB14794,,0.591654493762811,0.5389155146605571,0.629703689193356,,
t__SGB6458,,0.809873869645991,0.699286749707487,0.7052184364702877,,
t__SGB2313,,0.682877031843859,0.9958327707708303,0.3546959345253768,0.354019617167258,
t__SGB19351_group,,0.617290548725713,0.6929985286786415,0.5561247838901101,,
t__SGB1937,,0.760507755449159,0.6524982592971674,0.9081436251547443,,
t__SGB8091,,0.591654493762811,0.5389155146605571,0.5321577806312326,,
t__SGB15257,,0.641511358427447,0.6938059165545282,0.7644647214956549,,
t__SGB2278,,0.807124416423162,0.7610899053719513,0.8462745275511516,,
t__SGB14244,,0.837288674666686,0.9048589847897011,0.41122357166201257,,
t__SGB991,,0.818488755117945,0.7386076873917115,0.5321577806312326,,
t__SGB53443,,0.913946077539961,0.8582556561775773,0.7576916914751902,,
t__SGB9342,,0.718103866794484,0.5389155146605571,0.9300171302906923,0.929804907195941,
t__SGB42321,,0.777250217746125,0.75440522942722,0.9560852541573942,,
t__SGB15290,,0.617290548725713,0.6885991406211767,0.9830887413189776,,
t__SGB33581,,0.917913407565116,0.5894618614029421,0.9276829173185003,,
t__SGB3675,,0.867680287648746,0.5492807816356049,0.7160221394480154,,
t__SGB27144,,0.920563486574121,0.8474741408517079,0.9276829173185003,,
t__SGB19921,,0.837159745582151,0.6061637575951764,0.783205867651336,,
t__SGB4110,,0.890088752592143,0.5389155146605571,0.5989217231969356,,
t__SGB15193,,0.903754067201992,0.9953496567116534,0.6156787880483665,,
t__SGB6772,,0.871352093809815,0.7571504949119013,0.8888118450310795,,
t__SGB63239,,0.591654493762811,0.9971419337982083,0.5244266410309826,,
t__SGB19820,,0.718284393311299,0.9206691382739142,0.41893517267548824,,
t__SGB14240,,0.921543289865566,0.9011838482697666,0.7080347078761584,,
t__SGB3573,,0.571343186077105,0.5389155146605571,0.5360855514767975,,
t__SGB58537,,0.818916086522581,0.5389155146605571,0.5321577806312326,,
t__SGB14148,,0.673722721260762,0.5389155146605571,0.2431129611243904,,
t__SGB10118,,0.808507227179441,0.5389155146605571,0.7139012540576686,0.713705872097125,
t__SGB6456,,0.870797261396603,0.5451531227103964,0.8228279341753868,,
t__SGB15160,,0.591654493762811,0.5887039503539035,0.9806839332351669,,
t__SGB14181,,0.641511358427447,0.8016429122506756,0.5702942630076301,,
t__SGB14943,,0.823207741208024,0.6169396247199836,0.24527798637448242,,
t__SGB7202,,0.842769133978669,0.853592004932208,0.4534133848809081,,
t__SGB7981,,0.898814259379754,0.9597017492858245,0.45160150283350486,,
t__SGB14023,,0.85132494394545,0.5696386114552335,0.8618602771996633,,
t__SGB6410,,0.904384271111361,0.5749421628168178,0.8462745275511516,,
t__SGB4607,,0.817976079664146,0.550334443112064,0.0001647505515077539,,
t__SGB4691,,0.759167599884092,0.5389155146605571,0.5989217231969356,,
t__SGB993,,0.822968185229359,0.8075355860829707,0.7145192057706784,,
t__SGB15108,,0.728171429335118,0.5790658928559658,0.4872924457622272,,
t__SGB15408,,0.689412368806452,0.917796296633924,0.5321577806312326,,
t__SGB10132,,0.817976079664146,0.8019826935899114,0.30990521192421117,,
t__SGB5744,,0.81435058111057,0.9260545608666647,0.26573675504717587,,
t__SGB14859,,0.77120675922111,0.7278091627502447,0.7751438369414775,,
t__SGB6329,,0.850534169465482,0.7059955525371452,0.22516804901578086,,
t__SGB14759,,0.888898357380813,0.8540317055963212,0.9874270816855866,,
t__SGB4471,,0.712970020034037,0.5389155146605571,0.5599996627801351,,
t__SGB6267,,0.921241476973168,0.9104284429802427,0.9240158196004055,,
t__SGB6153,,0.617290548725713,0.5389155146605571,0.8462745275511516,,
t__SGB1586,,0.909381891546297,0.5438100019722721,0.7155075522889228,,
t__SGB14136,,0.712573964450236,0.7634128808732615,0.7080347078761584,,
t__SGB3940,,0.587321294875072,0.3390910795109104,0.30967245153172124,,
t__SGB3992,,0.780003293502946,0.6958559737717493,0.24125112656334877,,
t__SGB9652,,0.92984797865721,0.8827949445602368,0.9276829173185003,,
t__SGB4135,,0.760507755449159,0.5389155146605571,0.4110166348117848,,
t__SGB54320,,0.852820409384008,0.5556424940999637,0.8489345813886399,,
t__SGB15304,,0.900632550224242,0.5940807223469277,0.7155075522889228,,
t__SGB29331,,0.881117797265629,0.9260545608666647,0.04720117061887934,,
t__SGB4631,,0.617290548725713,0.9221513606264371,0.6477090600260493,,
t__SGB3983,,0.617290548725713,0.5389155146605571,0.03346392416635302,,
t__SGB4289,,0.838795026878603,0.6131624222470068,0.5989217231969356,0.597748591541284,
t__SGB4713,,0.794922794849776,0.7196629780316336,0.9447755925990627,,
t__SGB15493,,0.807869442903953,0.8401174781440708,0.6820460486743322,,
t__SGB4335,,0.789983709812527,0.535368208754296,0.36674790840009397,0.366615709816977,
t__SGB10083,,0.617290548725713,0.364294821623957,0.3535830151929296,,
t__SGB3995,,0.884718361073439,0.9436862502558497,0.8231572469227817,,
t__SGB14237,,0.863635781416882,0.8844921030917748,0.3546959345253768,,
t__SGB7995,,0.684521376794621,0.981273744531488,0.9219660783869571,,
t__SGB14248,,0.617290548725713,0.6498656772191274,0.9304002578772782,,
t__SGB4364,,0.704984647087256,0.5389155146605571,0.701327525769187,,
t__SGB14044,,0.914813832006323,0.868260588781484,0.7155075522889228,,
t__SGB59819,,0.617290548725713,0.7657527428882602,0.3160927966248929,,
t__SGB4130,,0.591654493762811,0.5174650324863403,0.5321577806312326,,
t__SGB17264,,0.830801551634128,0.5389155146605571,0.3160927966248929,,
t__SGB14767,,0.762936728896939,0.6332125894068903,0.9417540395488675,,
t__SGB2173,,0.818034279128425,0.9875433244136678,0.7080347078761584,,
t__SGB1600,,0.748235918073463,0.5389155146605571,0.6794917521497146,,
t__SGB57575,,0.935293655725519,0.6131624222470068,0.9276829173185003,,
t__SGB15309_group,,0.617290548725713,0.5389155146605571,0.16798915771381068,,
t__SGB9271,,0.818944896418396,0.8016429122506756,0.9304002578772782,,
t__SGB13995,,0.899082743709841,0.7610899053719513,0.9081139053374804,,
t__SGB63333,,0.617290548725713,0.7599529335600903,0.9476253209827157,,
t__SGB10133,,0.700050673494915,0.49445505606924345,0.7884919551095045,0.788093581235212,
t__SGB9307,,0.887789281567169,0.7302141335077864,0.8888118450310795,,
t__SGB14779,,0.830101447453736,0.8512890915291741,0.15173987542779968,,
t__SGB17157,,0.591654493762811,0.5448695826563937,0.9276829173185003,,
t__SGB15399,,0.822767987250967,0.5389155146605571,0.3789394939936424,,
t__SGB1990_group,,0.84042444097414,0.5389155146605571,0.9304002578772782,,
t__SGB14260,,0.772523350121329,0.5389155146605571,0.7751990638253017,,
t__SGB9287,,0.930605829850367,0.9337877894690506,0.7018133382804151,,
t__SGB29334,,0.753494469285806,0.5389155146605571,0.5989217231969356,,
t__SGB6531,,0.932079963205592,0.893144090578697,0.9217442017604638,,
t__SGB15488,,0.862961876158495,0.6280078480559668,0.9864157712993414,,
t__SGB14180,,0.617290548725713,0.6582020845593333,0.40553337990351007,,
t__SGB4423,,0.704260600854922,0.9635758689569234,0.5989217231969356,,
t__SGB4173,,0.910094112980697,0.9397195714672865,0.9447755925990627,,
t__SGB33550,,0.591654493762811,0.5389155146605571,0.6751078979756487,,
t__SGB2230,,0.718284393311299,0.5389155146605571,0.42608997280823147,0.425979917371561,
t__SGB7261,,0.794922794849776,0.7989841313535212,0.7017624566886029,,
t__SGB385,,0.935512296322683,0.7634128808732615,0.9276829173185003,,
t__SGB14205,,0.708057200967331,0.8649153966600992,0.7576916914751902,,
