taxon,W,pval,qval,sig
t__SGB15143,-0.268354423831482,0.788498581290868,0.822291377631905,FALSE
t__SGB15124,-3.72004649292822,0.000211917022350617,0.000483435707237345,TRUE
t__SGB15126,-1.94230844869302,0.052557418326534,0.0748622739090142,FALSE
t__SGB966,-1.93715696047812,0.0537354618477626,0.0761687129104207,FALSE
t__SGB4761,-5.21200437818294,2.34718776383599e-07,9.45350106262221e-07,TRUE
t__SGB4741,-5.15061429991154,3.85786655888238e-07,1.46298316258916e-06,TRUE
t__SGB3991,1.23469790651222,0.218483936921222,0.266934349711284,FALSE
t__SGB4044,-1.89643848666257,0.058725317375387,0.0824413109308318,FALSE
t__SGB15234,-3.16845980245571,0.00162802249510542,0.00315868816326101,TRUE
t__SGB14128,6.41195478878616,1.69331411181095e-09,1.08669828714021e-08,TRUE
t__SGB6750,4.14285971179293,4.64767751186822e-05,0.000120099277297834,TRUE
t__SGB15123,4.39908869231837,1.46257034987571e-05,4.12628543153339e-05,TRUE
t__SGB17152,-2.98428389423201,0.00320796096533943,0.00589134969735291,TRUE
t__SGB3934_group,-0.0967525381463977,0.922965800226125,0.930936143924106,FALSE
t__SGB6174,2.79662080726317,0.00579742906702117,0.00989970343608293,TRUE
t__SGB8053,-3.91415483452102,0.00010437888842692,0.000252934733781416,TRUE
t__SGB14924,-6.79909079752054,6.8246527383397e-11,5.10973999896203e-10,TRUE
t__SGB4394,3.5580699535087,0.000427323135625326,0.00091412714727176,TRUE
t__SGB48424,1.7779482788917,0.0766526257055694,0.104347630331125,FALSE
t__SGB4762,-4.18582334970159,3.17327292164681e-05,8.4620611243915e-05,TRUE
t__SGB8168,0.792445754585597,0.428469265830749,0.48688237410521,FALSE
t__SGB14937,-1.69531279918661,0.0905375248494413,0.119895497759804,FALSE
t__SGB8059_group,-0.167191470706225,0.867331289271613,0.882441590478435,FALSE
t__SGB15066,5.55310336277782,7.62600237571631e-08,3.34856044166791e-07,TRUE
t__SGB4595,-1.77994472336817,0.0764652761525452,0.104335797367024,FALSE
t__SGB15271,-6.85528521263807,1.10463577910246e-11,9.92472761532052e-11,TRUE
t__SGB29347,3.95024922331816,9.64485541784244e-05,0.000235673454561506,TRUE
t__SGB6829,-1.54827169510285,0.122378484592549,0.157245731878016,FALSE
t__SGB7298_group,-1.04101293231236,0.298643335357954,0.353052040180253,FALSE
t__SGB4758,-3.76195258908488,0.000177984908971174,0.000412472963647482,TRUE
t__SGB3969,-4.73453258367452,4.12696921740494e-06,1.3170218704724e-05,TRUE
t__SGB4037,-1.48420466793278,0.138285062359084,0.17556190525588,FALSE
t__SGB6653,-21.7005933686905,2.45724063983772e-66,1.43502853366523e-63,TRUE
t__SGB4701,-0.282528109717322,0.777773304133148,0.815475062143193,FALSE
t__SGB19860_group,-0.39361806266602,0.694017553159502,0.742319141108331,FALSE
t__SGB9347,4.58151709745594,9.27825735011429e-06,2.76454198595242e-05,TRUE
t__SGB14891,-2.0180983628673,0.0445626116725355,0.0647377244198028,FALSE
