	x
t__SGB71281	0.891233660133106
t__SGB6447	0.0186367987547596
t__SGB4665	0.0393018775934658
t__SGB17244_group	0.0837735143496063
t__SGB4781	0.986238056602874
t__SGB25416	4.11257134360593e-07
t__SGB1644	0.838418829029193
t__SGB9346	0.160995709189262
t__SGB17256	0.580713507914107
t__SGB4422	0.0131374847022733
t__SGB4608	1.11374684833879e-09
t__SGB1626	0.0890915687707504
t__SGB5818	0.723541434470007
t__SGB14535_group	0.126257703588601
t__SGB15300	0.00772324383865893
t__SGB1617	0.00862990948699211
t__SGB4900	0.0608377792084555
t__SGB9273	0.807767433995427
t__SGB1861	2.45794879734833e-09
t__SGB6517	0.0703572108949177
t__SGB1613	0.511270672766252
t__SGB6778	0.155915454658915
t__SGB1853	8.1654575018088e-07
t__SGB6783	0.222191660856185
t__SGB15301	0.12327354724179
t__SGB6796	0.524998403454527
t__SGB15373	0.0383248133160742
t__SGB5190	1.67751894913432e-10
t__SGB4961	0.323651158127092
t__SGB9298	0.711183526328283
t__SGB15238	0.641831469912507
t__SGB15119	0.365171093438494
t__SGB9324	0.201163902385403
t__SGB15198	0.844982587591234
t__SGB17231	0.0343762473483319
t__SGB14824_group	0.355515661879736
t__SGB15323	0.0256478458922602
t__SGB6836	0.089552425013329
t__SGB14322	0.801915356192113
t__SGB6806	0.288086245114819
t__SGB6338	0.218412718512729
t__SGB15370	0.1231356665684
t__SGB2296	0.0333255646136775
t__SGB6511	0.150632500174699
t__SGB14816_group	0.120209801215998
t__SGB13997	0.514466840929921
t__SGB17009	0.660784318603101
t__SGB5076	5.7931972597058e-07
t__SGB5117	0.0742816414338595
t__SGB14379	0.975085967385478
t__SGB6518	0.0736616270669842
t__SGB3965	0.0531454145390436
t__SGB4658	0.0329157684256913
t__SGB14980	0.0502400563145781
t__SGB15225	0.774388563819354
t__SGB15052	7.01358859977817e-06
t__SGB2325	4.4454250270854e-08
t__SGB15333	0.0563707627270481
t__SGB15383	0.445808779617661
t__SGB14397	0.211646085891881
t__SGB14888	0.277480991886503
t__SGB6173	0.183721405021132
t__SGB14773	0.091835518971301
t__SGB6749	0.120189829735869
t__SGB25497	0.128628797569154
t__SGB8071	0.0351583774445823
t__SGB15081	0.604332656523064
t__SGB14003	0.669769949646521
t__SGB15012	0.481950820297488
t__SGB15146	0.362182808333346
t__SGB15145	0.21232104034443
t__SGB14370	0.383021352252432
t__SGB15265	0.691732979195172
t__SGB15299	0.624562369970012
t__SGB3988	0.000187085845948515
t__SGB15049	0.000112303974368462
t__SGB25493	0.216050636487786
t__SGB5104	0.340285349131499
t__SGB3573	0.272404813603288
t__SGB14999	8.53095390085451e-05
t__SGB15089	0.90524037852265
t__SGB15290	0.963843226405738
t__SGB15132	2.7406636059652e-07
t__SGB13993	0.0200495377288714
t__SGB3959	0.47440483097648
t__SGB4121	0.577437797311132
t__SGB14890	0.0566884368180883
t__SGB17247	0.524385889578761
t__SGB14252	0.361379966740664
t__SGB10405	0.201163902385403
t__SGB6952	0.336576981494283
t__SGB15051	7.18061405844303e-05
t__SGB14963	4.98970200596149e-08
t__SGB15064	0.926767773692634
t__SGB6828	0.0255032155263425
t__SGB16971_group	0.00481118750214234
t__SGB6939	0.13701924957672
t__SGB3958	0.489738674230783
t__SGB15315	0.0725913696176629
t__SGB7984	0.735703480452123
t__SGB17163_group	0.632071395094335
t__SGB2298	0.0354056363861933
t__SGB14255	0.482968353195945
t__SGB15295	0.659269693824891
t__SGB6473	0.740887719886211
t__SGB15078	0.00337186652295875
t__SGB17167_group	0.29643595805212
t__SGB69331	0.590551987314304
t__SGB14853	0.803823993784482
t__SGB8095	0.485236478909404
t__SGB6936	0.779189505644512
t__SGB14809	0.160831497425799
t__SGB4832	0.322307363692411
t__SGB17237	0.162567979328681
t__SGB13981	0.187483333455631
t__SGB1636	0.0303753171524813
t__SGB13972	0.143632702679333
t__SGB6421	0.478606025820805
t__SGB4328	0.0322556063381464
t__SGB1474	0.50026599335124
t__SGB1002	0.68655387780093
t__SGB6817	0.429420040027874
t__SGB2230	0.152832006188273
t__SGB1928	0.361118867770178
t__SGB1679	0.000187923662194328
t__SGB4367	0.000317274953278692
t__SGB5763_group	0.70161642841005
t__SGB9307	0.748415331451206
t__SGB1899	0.972758192552617
t__SGB1663	0.0132153974938546
t__SGB4280	0.260384342031105
t__SGB5075	0.232081261007065
t__SGB6312	0.00750077313537282
t__SGB13978	0.525881322831031
t__SGB14110	0.0949421803685416
t__SGB4537	0.351697425164889
t__SGB4348	0.00517950154384692
t__SGB1668	0.0619524284603252
t__SGB2239	0.809979272837616
t__SGB2229	0.518937308671365
t__SGB1657	0.199262836372695
t__SGB14005	0.0343170376828488
t__SGB15179	0.0228370740680632
t__SGB9286	0.0504045537860986
t__SGB15102	0.0273214578774936
t__SGB2313	0.112434292254814
t__SGB2241	0.593969389083933
t__SGB4212	0.545333458830168
t__SGB14908	0.253342514964279
t__SGB14294	0.0155142826779021
t__SGB4654	0.789829318317083
t__SGB9198	0.0953379396257088
t__SGB14109	0.0742820033828497
t__SGB4272	0.00569892876989916
t__SGB14007	0.73217687002873
t__SGB4130	0.236277418463184
t__SGB15085	0.168262866469223
t__SGB2214	0.190882540636285
t__SGB58382	0.159200436657255
t__SGB14017	0.80966376749105
t__SGB101324	0.676253531077985
t__SGB14085	0.117917844722651
t__SGB3926_group	0.0903526991806362
t__SGB13999	0.515778789271069
t__SGB4300	0.366593402807025
t__SGB14209	0.474870040614008
t__SGB8779	0.579872618823953
t__SGB1786	0.0544468061471629
t__SGB993	0.508302935490134
t__SGB1945	0.418694682341443
t__SGB15266	0.275103856070553
t__SGB4119	0.417243116272505
t__SGB1672	0.08953376890296
t__SGB4569	0.237262410220236
t__SGB14011	0.358052279942402
t__SGB15154	0.105068358731385
t__SGB6291	0.269348541242776
t__SGB3922_group	0.880261837078288
t__SGB15073	0.596182099101086
t__SGB1587	0.717147991403792
t__SGB4990	0.0142330289611516
t__SGB9389	0.826476756174833
t__SGB9281	0.0461797348527598
t__SGB14854	0.0068269475270781
t__SGB4241	0.117917844722651
t__SGB1821	0.361233102310768
t__SGB15022	0.321727942441668
t__SGB15143	0.00512519852018305
t__SGB15460	0.156866469503034
t__SGB15394	0.172358545340242
t__SGB13994	0.824893564625005
t__SGB1635	0.0334439832386679
t__SGB1416	0.521594647035078
t__SGB15124	0.0210969268526737
t__SGB15017	0.68655387780093
t__SGB36365	0.322829091041419
t__SGB6153	0.677519954713358
t__SGB6329	0.046364726134103
t__SGB15018	0.539264675909665
t__SGB15126	0.000102441140488829
t__SGB6823	0.291727254792141
t__SGB15160	0.959839107022264
t__SGB14826	0.095946091285477
t__SGB966	0.00533663369882008
t__SGB63239	0.222589587259248
t__SGB4761	4.47367341763521e-07
t__SGB2323	0.260385147537514
t__SGB4741	9.39852415117975e-16
t__SGB14190	0.87177076570617
t__SGB14137	0.349018423677619
t__SGB6458	0.489038889189625
t__SGB15004	0.010090241664483
t__SGB3991	0.00449189660792728
t__SGB4044	0.0601396091804331
t__SGB15234	0.0140437685247923
t__SGB7126	0.580852342173924
t__SGB4872	0.0400739416264174
t__SGB15389	0.000220575061900504
t__SGB4573	0.17043019204011
t__SGB15016	0.806284052566259
t__SGB4135	0.145742030225912
t__SGB7968	0.056205613918702
t__SGB14128	0.210627427457003
t__SGB4373	0.144403876479125
t__SGB14954	0.00550953598067977
t__SGB6750	0.816347868677945
t__SGB15123	0.888749182461531
t__SGB6371	0.0256884373453647
t__SGB6444	0.269348541242776
t__SGB2276	0.071652328601201
t__SGB14237	0.108034663197824
t__SGB17152	0.269642871208385
t__SGB3934_group	0.500227572691103
t__SGB6174	0.0614207177432837
t__SGB8053	0.656487490805375
t__SGB14924	0.10388253264385
t__SGB4394	0.943938304571201
t__SGB57321	0.65187792250389
t__SGB2321	0.22257022740342
t__SGB4174	0.471230214443056
t__SGB19823	0.519337922986917
t__SGB48424	0.31446026022876
t__SGB15042	0.213468617797041
t__SGB4762	1.07685164227225e-09
t__SGB15253	0.871330872084732
t__SGB8168	0.222119149747882
t__SGB2329	0.0246577776998399
t__SGB14937	0.0102904346834047
t__SGB8059_group	0.0354515064902397
t__SGB15066	0.16703567236879
t__SGB4595	0.487377876087466
t__SGB15271	1.67284817027614e-18
t__SGB7980	0.160262512835872
t__SGB15465	0.141067439170719
t__SGB2181	0.269348541242776
t__SGB29347	0.636436423392971
t__SGB6829	0.000260179004074419
t__SGB15019	0.00352746650210456
t__SGB7298_group	0.485170121981819
t__SGB4758	5.93634189886768e-07
t__SGB14892	0.0245042283433268
t__SGB3969	0.00516704912487282
t__SGB15252	0.0932450756584267
t__SGB4037	0.000269507298655684
t__SGB6653	1.0762025914349e-57
t__SGB9193	0.139833034394913
t__SGB6378	0.415244202619117
t__SGB7111	0.670469060996239
t__SGB6231	0.450443959715302
t__SGB4701	0.420747675442473
t__SGB14317	0.0610163567416372
t__SGB19860_group	0.62518954884782
t__SGB9347	0.766071433520643
t__SGB14891	0.00674645113058407
t__SGB10124	0.854567090152941
t__SGB79840	0.216510339102264
t__SGB8003	0.0295756596827535
t__SGB5843	0.535337351715919
t__SGB15127	0.000381831121846012
t__SGB17168	0.630028605846324
t__SGB7261	0.481048724877209
t__SGB4722	0.523201331736882
t__SGB10209	0.350752062131604
t__SGB7962	0.266331846700375
t__SGB9277	0.908205500961922
t__SGB29313	0.821522450897652
t__SGB4208	0.0343762473483319
t__SGB5197	5.31825685469997e-08
t__SGB82503	0.0121585022754634
t__SGB15204	2.31208943009881e-07
t__SGB14263	0.00135721847047216
t__SGB4341	0.365277824361065
t__SGB15390	9.27190834415464e-05
t__SGB63369	0.022326559010946
t__SGB15322	0.091524749938494
t__SGB53706	0.00503073762921328
t__SGB7256	9.30073030303593e-06
t__SGB4193	0.0429668184159232
t__SGB7253	0.747300949156153
t__SGB2278	0.664169616987735
t__SGB2286	0.0161964794009889
t__SGB25431	0.51911213364781
t__SGB14966	0.674790021285836
t__SGB9297	0.887613231855564
t__SGB14179	0.147671394617825
t__SGB65115	0.56117291571727
t__SGB4621	0.719927537197478
t__SGB14974	0.48319140209747
t__SGB14247	0.222801951656728
t__SGB15067	0.0872614331612529
t__SGB48024	0.00221396562184058
t__SGB15382	0.0441715642321934
t__SGB14351	0.746972269800234
t__SGB63342	0.240125620301453
t__SGB7966	0.139954306357324
t__SGB79798	0.177233773210227
t__SGB4774	0.0397079403056705
t__SGB8047_group	0.885795929037325
t__SGB14870	0.139422554251719
t__SGB8026	0.00326447806438757
t__SGB14262	0.00188102622133287
t__SGB8180_group	0.328403819002587
t__SGB14127	4.00749227028819e-05
t__SGB15407	0.663065089510291
t__SGB66171	0.762966872626056
t__SGB15237	0.219430684905998
t__SGB15068	0.0657486227772133
t__SGB8018	4.81615196721887e-07
t__SGB8028_group	7.6442304603467e-05
t__SGB4691	0.340763317640217
t__SGB4699	5.66608542267357e-24
t__SGB29321	0.0181611726102558
t__SGB4817	0.359969121218155
t__SGB29302	0.000192943558529557
t__SGB15072	0.000627770731990835
t__SGB4724	0.100050723661367
t__SGB19880	0.516579266036276
t__SGB4045	0.453136187913911
t__SGB6834	0.392139944161725
t__SGB4059	0.841561439673888
t__SGB6191	0.257815395914119
t__SGB4988	9.00168247194426e-10
t__SGB748	4.35386706323704e-53
t__SGB9306	0.201163902385403
t__SGB5113	0.970766656061075
t__SGB79823	0.0134741817554094
t__SGB1653	0.0448566231584333
t__SGB8255_group	0.264451945663547
t__SGB19882	0.956014066519707
t__SGB4631	0.406565965941293
t__SGB4727	0.000379475272317386
t__SGB15099	0.415089366565689
t__SGB53807	0.0450822348868079
t__SGB4775	2.19852880282249e-05
t__SGB964	0.501582577335999
t__SGB29305	0.787642395635404
t__SGB15326	0.410788239836205
t__SGB4991	0.0282402957827033
t__SGB63325	0.00299240094325816
t__SGB47372	0.684254568474772
t__SGB15272	0.431311292326963
t__SGB5200	0.00321829198352448
t__SGB8770	0.216490932244852
t__SGB15140	0.638954962477902
t__SGB8000	0.506305068726389
t__SGB17132_group	0.0880144144622626
t__SGB6179	0.000161281811008842
t__SGB14026	0.0775455522625944
t__SGB14939	0.262786381318461
t__SGB26969	0.514664721720605
t__SGB14835	0.81930788596548
t__SGB4423	0.334033728792183
t__SGB15410	0.313083585119445
t__SGB15117	0.127814034391437
t__SGB54347	0.00263569264026487
t__SGB49059	0.780350666204622
t__SGB63164	0.427875497861619
t__SGB14212	0.865016617259065
t__SGB1858	1.50741913340301e-11
t__SGB77432	0.366593402807025
t__SGB15402	0.000332178337703701
t__SGB53517	0.0480596000595681
t__SGB3962	0.00276679133359911
t__SGB6744	0.00186547089728906
t__SGB15015	0.27997525546961
t__SGB9391	0.00938919355420707
t__SGB6768	0.00413395871168189
t__SGB14142	0.000840040733895946
t__SGB14845	0.826422044437804
t__SGB1813	0.000907867019845485
t__SGB6310	0.000898300502962666
t__SGB9203	0.801127934743528
t__SGB14894	0.0526684167476321
t__SGB13967	0.886554540180156
t__SGB1939	0.197824672618278
t__SGB95426	0.439034688609627
t__SGB14260	0.588286237409769
t__SGB15470	0.0233671601478476
t__SGB17300	0.134052909215897
t__SGB15193	0.382071322475275
t__SGB92525	0.0875892969727347
t__SGB4597	0.0160892126148255
t__SGB6649	0.701622788259393
t__SGB7263	0.340018734307536
t__SGB17234	0.798406620374446
t__SGB4824	0.822296883064756
t__SGB14940	0.0228770068561669
t__SGB1680	0.00405656385523066
t__SGB63278	0.340522836464641
t__SGB7258	0.503480354481495
t__SGB4290	0.941278035659727
t__SGB1600	0.456537313584202
t__SGB4191	0.00315352559692278
t__SGB9228	0.326500847383488
t__SGB1903	0.000896725516426346
t__SGB6305	0.521749261640984
t__SGB9342	0.845694753482536
t__SGB5051	0.00562748642764572
t__SGB8637	0.36086385067415
t__SGB14216	0.559023251699441
t__SGB14929	0.302379255683051
t__SGB1941	0.00576361888514536
t__SGB4867	0.199423614423901
t__SGB9245	0.918046773509283
t__SGB14798	0.0369630551944972
t__SGB13982	0.707051173444818
t__SGB2326	0.0249686653846513
t__SGB2301	0.0102481908837953
t__SGB4629	0.784633545074299
t__SGB2328	0.000239598694797191
t__SGB14210	0.881995640669102
t__SGB4155	0.217349428081158
t__SGB49168	0.473524968948987
t__SGB1855	4.89014166413431e-15
t__SGB9205	0.000601119516198417
t__SGB1404	0.512654872780188
t__SGB14182	0.715068231049289
t__SGB14807	0.445630942424392
t__SGB14951	0.125380989903402
t__SGB6353	0.183703034892619
t__SGB15120	0.301322804015772
t__SGB4584	0.0357343074432415
t__SGB4046	0.0146720568805746
t__SGB13983	0.956276708139409
t__SGB3996	4.49305555090363e-05
t__SGB14921	0.279615321740679
t__SGB54300	0.370148744590809
t__SGB4080	0.0474439968231404
t__SGB4606	0.919397484558377
t__SGB53814	0.0899635688760188
t__SGB15164	0.655702068872213
t__SGB4763	0.000404580747333176
t__SGB4703	0.0140362675970719
t__SGB72838	0.204131705751416
t__SGB14043	0.989209073656442
t__SGB4753	0.574251234933707
t__SGB8599	0.0532406425029553
t__SGB4031	9.23799672341441e-06
t__SGB3961	0.116569686517397
t__SGB8625	0.643921491411541
t__SGB4987	2.27816290463292e-05
t__SGB15273	0.00016355531128469
t__SGB15211	0.0832819877986689
t__SGB62935	0.254686613043581
t__SGB15131	0.000817536844380355
t__SGB14838	7.66573095139471e-06
t__SGB4862	0.0397599803876357
t__SGB33550	0.452995190857657
t__SGB4613	0.0892972558826953
t__SGB63353	0.36417633826464
t__SGB4632	0.0298692446956174
t__SGB4531	0.0157225849130675
t__SGB71883	0.399017585786299
t__SGB63101	0.572058684741088
t__SGB15459	0.456755664679848
t__SGB14139	0.0122298677839175
t__SGB14797	0.346626646909764
t__SGB14837	0.00349345038597669
t__SGB14868	0.00102095277628219
t__SGB7142	0.576787078366633
t__SGB48013	0.312521575962712
t__SGB4677	0.0470275597973298
t__SGB7168	0.488807474852127
t__SGB48548	0.671868139556198
t__SGB29433	0.0787483773990676
t__SGB985	0.98146423568644
t__SGB72336	0.36129887614477
t__SGB25547	0.854269952212846
t__SGB79883	0.000433829558331516
t__SGB59559	0.203106907163474
t__SGB17169	0.639911207422603
t__SGB14995	0.708150846312999
t__SGB19429	0.648807336002611
t__SGB4116	0.0690925793132073
t__SGB15451	0.327096820984694
t__SGB14143	0.000554297320859137
t__SGB71394	0.705860990891521
t__SGB14348	0.760337876906301
t__SGB15892	0.574009437628089
t__SGB79822	0.00018046036011852
t__SGB29340	0.013877831979292
t__SGB2302	0.00190882858091165
t__SGB4742	1.44653055480955e-13
t__SGB72833	0.1443457244863
t__SGB26761	0.34714967736388
t__SGB53518	0.415917021029481
t__SGB14839	0.848735093263473
t__SGB3931	0.137051677012946
t__SGB7020	0.44952807003046
t__SGB7264	0.93831625075413
t__SGB6271	0.149430878596305
t__SGB6293	0.51848820050871
t__SGB1822	0.36515820453385
t__SGB6362	0.128731126216946
t__SGB6499	0.465194760918629
t__SGB8021	0.572312092035882
t__SGB5058	0.365683801554362
t__SGB4655	0.00679816785291962
t__SGB6543	0.842647884047193
t__SGB1883	0.000382160927136488
t__SGB9345	0.912520151355252
t__SGB5744	0.0645146356491151
t__SGB6273	0.356451316221921
t__SGB2071	0.0598821620623223
t__SGB5184	0.0780048748062059
t__SGB6601	0.951032477645865
t__SGB14904	0.366593402807025
t__SGB1477	0.000240264494033123
t__SGB4339	0.499495572728413
t__SGB1585	0.572711806488247
t__SGB5060	0.788480655236573
t__SGB15260	0.0064962638289965
t__SGB49163	0.216627069263803
t__SGB47358	0.110990948688775
