model,fold,accuracy,roc_auc,precision,recall,f1
lasso,1,0.67003367003367,0.7074443732258952,0.6551724137931034,0.5671641791044776,0.608
lasso,2,0.7104377104377104,0.752266275982053,0.6714285714285714,0.7014925373134329,0.6861313868613139
lasso,3,0.6565656565656566,0.6978756524127828,0.6290322580645161,0.582089552238806,0.6046511627906976
lasso,4,0.7138047138047138,0.7690720704199523,0.6935483870967742,0.6466165413533834,0.669260700389105
lasso,5,0.6565656565656566,0.7037869062901154,0.6099290780141844,0.6466165413533834,0.6277372262773722
